query,actual,prediction,score,model,method,correct
"I Do n't Believe You ( Main Version ) $ 1.29 ‰ ãÑ LaFace Recording LLC 4:36 28-Oct-08 P!NK Funhouse Pop , Music , R&B / Soul , Dance , Pop/Rock nan nan nan nan","I Do n't Believe You P!nk Funhouse ( Explicit ) R&B , Pop ( c ) 2006 Roadshow 4:36 October 28 , 2008 nan nan nan $ 1.29 nan nan nan","I Do n't Believe You P!nk Funhouse ( Explicit ) R&B , Pop ( c ) 2006 Roadshow 4:36 October 28 , 2008 nan nan nan $ 1.29 nan nan nan",63.44827586206896,rapidfuzz,fuzzy,1
"We Run Sugarland Love On the Inside ( Deluxe Fan Edition ) Country , Music , Rock , Contemporary Country , Southern Rock , Contemporary Bluegrass $ 1.29 3:55 22-Jul-08 nan nan nan nan ‰ ãÑ 2008 Mercury Records , a Division of UMG Recordings , Inc. nan nan","We Run $ 1.29 Sugarland Love On The Inside Country nan ( C ) 2008 Mercury Records , a Division of UMG Recordings , Inc. 3:56 July 29 , 2008","What I 'd Give Love On The Inside $ 1.29 ( C ) 2008 Mercury Records , a Division of UMG Recordings , Inc. 5:57 July 29 , 2008 Sugarland nan Country nan nan nan nan",66.50717703349282,rapidfuzz,fuzzy,0
"Truce twenty one pilots nan Vessel Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap $ 1.29 2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . 2:22 4-Jan-13","Truce twenty one pilots Alternative Rock , Indie & Lo-Fi ( C ) 2000 Columbia Pictures Industries , Inc. January 4 , 2013 nan Vessel nan $ 1.29 nan 2:22 nan","Roots , Rock , Reggae Alternative Rock twenty one pilots Bob Marley 's Top Songs nan $ 1.29 2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:38 nan",75.6,rapidfuzz,fuzzy,0
"That Lucky Old Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ] Kenny Chesney & Willie Nelson 4:16 2008 nan Lucky Old Sun Country , Music , Contemporary Country , Honky Tonk $ 0.99 2008 Blue Chair Records , LLC nan nan","That Lucky Old Sun ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ) Country , Contemporary Country $ 0.99 ( P ) 2008 Blue Chair Records , LLC 4:16 Kenny Chesney Lucky Old Sun nan nan nan nan October 21 , 2008","That Lucky Old Sun ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ) Country , Contemporary Country $ 0.99 ( P ) 2008 Blue Chair Records , LLC 4:16 Kenny Chesney Lucky Old Sun nan nan nan nan October 21 , 2008",85.84070796460178,rapidfuzz,fuzzy,1
"Through the Ghost $ 1.29 4:01 23-Mar-12 Shinedown Amaryllis Rock , Music , Alternative , Grunge , Hard Rock , Metal nan 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States nan nan","Through The Ghost Amaryllis $ 1.29 Krankbrother March 23 , 2012 Shinedown nan Rock nan nan 4:01 nan","Amaryllis ( The Live Room ) The Warner Sound Live Room EP Rock May 28 , 2013 Shinedown nan nan $ 1.29 2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:01 nan",79.10750507099391,rapidfuzz,fuzzy,0
"Electro Man I Created Disco Electronic , Music , Pop , Dance , Rock $ 0.99 2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited Calvin Harris nan nan nan nan 4:58 11-Jun-07","Electro Man Calvin Harris I Created Disco Dance & Electronic , Pop , House $ 0.99 2002 Defected Records Ltd 4:56 February 22 , 2012","Electro Man Calvin Harris Dance & Electronic , Pop , House $ 0.99 2002 Defected Records Ltd nan I Created Disco nan nan nan 4:56 February 22 , 2012",68.57142857142857,rapidfuzz,fuzzy,0
"Afire Love Ed Sheeran 5:14 20-Jun-14 nan x Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative $ 1.29 2014 Asylum Records UK , a Warner Music UK Company nan nan","Afire Love Ed Sheeran 5:14 nan x Pop $ 1.29 ( C ) 2014 mau5trap Recordings Ltd nan June 20 , 2014","Rednecks and Sailors Garrison Starr Alternative Rock,Singer-Songwriters , Rock 4:12 nan Amateur nan $ 0.99 2012 Radtown Music ( ASCAP ) nan May 1 , 2012",60.22727272727273,rapidfuzz,fuzzy,0
"I 've Got All This Ringing In My Ears and None On My Fingers Fall Out Boy Infinity On High $ 0.99 2007 The Island Def Jam Music Group 4:06 6-Feb-07 nan nan Alternative , Music , Rock , Adult Alternative , Punk nan nan nan nan","I 've Got All This Ringing In My Ears And None On My Fingers Fall Out Boy Infinity On High Rock $ 0.99 February 6 , 2007 nan nan nan nan ( C ) 2007 The Island Def Jam Music Group 4:06 nan","I 've Got All This Ringing In My Ears And None On My Fingers Fall Out Boy Infinity On High Rock $ 0.99 February 6 , 2007 nan nan nan nan ( C ) 2007 The Island Def Jam Music Group 4:06 nan",81.55339805825243,rapidfuzz,fuzzy,1
"Shining X Ambassadors Alternative , Music , Rock , Adult Alternative , Electronic $ 1.29 2015 KIDinaKORNER/Interscope Records 3:40 10-Aug-15 nan The Reason - EP nan nan nan nan nan","Shining X Ambassadors Alternative Rock $ 1.29 ( C ) 2015 KIDinaKORNER/Interscope Records 3:37 nan The Reason EP nan nan nan nan August 10 , 2015","Shining X Ambassadors Alternative Rock $ 1.29 ( C ) 2015 KIDinaKORNER/Interscope Records 3:37 nan The Reason EP nan nan nan nan August 10 , 2015",79.01234567901234,rapidfuzz,fuzzy,1
"Fly Solo 28-Mar-11 Wiz Khalifa Rolling Papers ( Deluxe Version ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap $ 1.29 ‰ ãÑ 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 3:20 nan","Fly Solo [ Clean ] Wiz Khalifa $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States nan Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ] Rap & Hip-Hop nan nan 3:20 March 28 , 2011","Fly Solo [ Clean ] Wiz Khalifa $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States nan Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ] Rap & Hip-Hop nan nan 3:20 March 28 , 2011",81.76795580110497,rapidfuzz,fuzzy,1
"Take You Believe $ 1.29 ‰ ãÑ 2012 The Island Def Jam Music Group 19-Jun-12 Justin Bieber nan Pop , Music , Dance , Vocal , Teen Pop , Rock nan nan 3:40 nan","Take You ( Album Version ) Pop $ 1.29 ( C ) 2012 The Island Def Jam Music Group 3:40 June 19 , 2012 Justin Bieber Believe nan nan nan nan nan","Take You ( Album Version ) Pop $ 1.29 ( C ) 2012 The Island Def Jam Music Group 3:40 June 19 , 2012 Justin Bieber Believe nan nan nan nan nan",77.7027027027027,rapidfuzz,fuzzy,1
"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker ) Uptown Special Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited 13-Jan-15 Mark Ronson nan Pop , Music , R&B / Soul , Funk , Soul $ 1.29 nan 2:16 nan","Crack In the Pearl , Pt . II Uptown Special [ Clean ] $ 1.29 January 13 , 2015 Mark Ronson nan Pop nan 2015 Real Sounds 2:16 nan","Party Up ( feat . Colt Ford ) Country $ 0.89 ( C ) 2014 Dack Janiels Records , under exclusive license to Sony Music Entertainment . Chase Rice Ignite the Night ( Party Edition ) [ Explicit ] nan nan nan 3:13 August 19 , 2014",58.62068965517242,rapidfuzz,fuzzy,0
"Slow Down ( Smash Mode Remix ) Selena Gomez $ 1.29 nan Slow Down ( Remixes ) Dance , Music , Reggae , Rock , Electronic nan 2013 Hollywood Records , Inc. 5:21 20-Aug-13","Slow Down ( Smash Mode Remix ) Selena Gomez Dance & Electronic $ 1.29 ( C ) 2013 Hollywood Records , Inc. 5:21 August 20 , 2013 nan Slow Down Remixes nan nan nan nan nan","Slow Down ( Smash Mode Remix ) Selena Gomez Dance & Electronic $ 1.29 ( C ) 2013 Hollywood Records , Inc. 5:21 August 20 , 2013 nan Slow Down Remixes nan nan nan nan nan",82.49258160237389,rapidfuzz,fuzzy,1
"Son of Sam ( Bonus Track ) Shinedown Rock , Music , Metal , Alternative , Grunge , Hard Rock 3:37 23-Jun-08 nan The Sound of Madness ( Deluxe Version ) nan Album Only 2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States nan nan","Son Of Sam ( Bonus Track ) The Sound Of Madness [ Explicit ] [ Deluxe ] Rock $ 0.99 2005 Z Records 3:37 June 24 , 2008 Shinedown nan nan nan nan nan nan","Bully ( The Live Room ) Shinedown The Warner Sound Live Room EP Rock 2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States nan nan nan $ 1.29 nan 4:02 May 28 , 2013",72.28464419475655,rapidfuzz,fuzzy,0
"It Girl Jason Derulo $ 1.99 3:13 nan Future History ( Deluxe Version ) Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance nan 2011 Warner Bros. . Records Inc. nan 16-Sep-11","It Girl Jason Derulo Pop ( C ) 2013 Hit Red Records under exclusive license to Capitol Records Nashville 3:12 September 16 , 2011 nan Future History ( Deluxe Version ) nan $ 1.29 nan nan nan","Come To Me The Goo Goo Dolls $ 1.29 2013 Warner Bros. . Records Inc. nan Magnetic ( Deluxe Version ) Pop nan nan 3:45 June 7 , 2013",64.95176848874597,rapidfuzz,fuzzy,0
"Credit Meghan Trainor Pop , Music , Rock , Pop/Rock , Dance , Teen Pop 2014 , 2015 Epic Records , a division of Sony Music Entertainment 9-Jan-15 nan Title ( Deluxe ) nan $ 1.29 nan 2:51 nan","Credit Title ( Deluxe ) Pop 2011 What A Music Ltd , licence exclusive Parlophone Music France 2:51 Meghan Trainor nan nan $ 1.29 nan nan January 9 , 2015","Credit Title ( Deluxe ) Pop 2011 What A Music Ltd , licence exclusive Parlophone Music France 2:51 Meghan Trainor nan nan $ 1.29 nan nan January 9 , 2015",67.63848396501457,rapidfuzz,fuzzy,0
"I Ai n't Livin ' Long Like This Take It to the Bank - EP $ 1.29 2014 Sony Music Entertainment 4:13 Chris Janson nan Country , Music nan nan nan 24-Feb-14","I Ai n't Livin ' Long Like This Chris Janson Take It to the Bank ( EP ) February 24 , 2014 nan nan Country $ 1.29 ( C ) 2012 Cash Money Records Inc. 4:13 nan","I Ai n't Livin ' Long Like This Chris Janson Take It to the Bank ( EP ) February 24 , 2014 nan nan Country $ 1.29 ( C ) 2012 Cash Money Records Inc. 4:13 nan",76.12903225806451,rapidfuzz,fuzzy,1
"Skrillex Orchestral Suite By Varien ( Bonus Track ) Bangarang Dance , Music , Electronic 2012 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States . 6:54 27-Dec-11 Skrillex nan nan $ 1.29 nan nan nan","Skrillex Orchestral Suite By Varien ( Bonus Track ) Dance & Electronic , Dubstep Elektroshok Records Skrillex Bangarang EP [ Explicit ] nan $ 1.29 nan 6:54 December 27 , 2011","Try It Out ( Put Em Up Mix ) Skrillex & Alvin Risk Try It Out 2013 Big Beat Records Inc. for the United States and WEA International for the Americas outside the United States . A Warner Music Group Company 5:22 October 14 , 2013 nan nan Dance & Electronic $ 1.29 nan nan nan",73.72400756143666,rapidfuzz,fuzzy,0
"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix ] Nicky Jam Hits 4:46 9-Sep-14 Nicky Jam nan Latin Urban , Music , Latino $ 0.99 2014 La Industria Inc. . Licencia a Codiscos S.A.S. nan nan","Piensas en MÌ _ ( Remix ) International , Latin Music $ 0.99 Nicky Jam Nicky Jam Hits nan nan ( C ) 2014 Codiscos S.A.S. 4:46 September 9 , 2014","Piensas en MÌ _ ( Remix ) Nicky Jam Nicky Jam Hits ( C ) 2014 Codiscos S.A.S. nan nan International , Latin Music $ 0.99 nan 4:46 September 9 , 2014",70.62146892655367,rapidfuzz,fuzzy,0
"Speakers Sam Hunt Montevallo $ 1.29 2014 MCA Nashville , a Division of UMG Recordings , Inc. nan nan Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock nan nan 3:46 27-Oct-14","Speakers Sam Hunt Montevallo Country $ 1.29 3:48 nan nan nan nan ( C ) 2014 MCA Nashville , a Division of UMG Recordings , Inc. nan October 27 , 2014","Speakers Montevallo $ 1.29 3:48 October 27 , 2014 Sam Hunt nan Country nan ( C ) 2014 MCA Nashville , a Division of UMG Recordings , Inc. nan nan",76.74418604651163,rapidfuzz,fuzzy,0
"Cameras Wiz Khalifa Rolling Papers 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:29 nan nan Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap $ 1.29 nan nan 28-Mar-11","Cameras [ Clean ] Wiz Khalifa Rolling Papers ( Deluxe ) [ + Video ] [ + Digital Booklet ] Rap & Hip-Hop $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States nan nan nan nan nan 4:29 March 28 , 2011","Cameras [ Explicit ] Rap & Hip-Hop $ 1.29 2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:29 Wiz Khalifa Rolling Papers [ Explicit ] nan nan nan nan March 28 , 2011",86.11111111111111,rapidfuzz,fuzzy,0
"6PM In New York If You 're Reading This It 's Too Late 13-Feb-15 Drake nan Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B $ 1.29 2015 Cash Money Records Inc. 4:43 nan","6PM In New York [ Explicit ] $ 1.29 February 13 , 2015 Drake If You 're Reading This It 's Too Late [ Explicit ] Rap & Hip-Hop nan ( C ) 2015 Cash Money Records Inc. 4:43 nan","6PM In New York [ Explicit ] $ 1.29 February 13 , 2015 Drake If You 're Reading This It 's Too Late [ Explicit ] Rap & Hip-Hop nan ( C ) 2015 Cash Money Records Inc. 4:43 nan",72.67759562841529,rapidfuzz,fuzzy,1
"Chevy Van Caldwell County - EP Country , Music , Contemporary Country 2:48 Eric Church nan nan $ 1.29 2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 nan 14-Jan-11","Chevy Van Caldwell County EP ( C ) 2011 EMI Records Nashville January 14 , 2011 Eric Church nan Country $ 1.29 nan 2:48 nan","The Hard Way Country $ 1.29 ( C ) 2006 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash Eric Church Sinners Like Me nan nan nan 3:32 July 18 , 2006",80.44871794871796,rapidfuzz,fuzzy,0
"Space Bound Hip-Hop/Rap , Music , Rock , Hardcore Rap , Rap $ 1.29 4:38 21-Jun-10 Eminem Recovery ( Deluxe Edition ) nan nan ‰ ãÑ 2010 Aftermath Records nan nan","Space Bound [ Explicit ] Recovery ( Amazon Version ) [ Explicit ] [ + video ] [ + digital booklet ] Gangsta & Hardcore , Rap & Hip-Hop $ 1.29 ( C ) 2010 Aftermath Records June 21 , 2010 Eminem nan nan nan nan 4:39 nan","Business [ Clean ] Eminem The Eminem Show ( Edited Version ) Gangsta & Hardcore , Rap & Hip-Hop $ 1.29 ( C ) 2002 Aftermath Records nan nan nan nan nan 4:11 August 27 , 2013",64.86486486486487,rapidfuzz,fuzzy,0
"We Dem Boyz Blacc Hollywood ( Deluxe Version ) $ 1.99 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 3:56 Wiz Khalifa nan Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock nan nan nan 19-Aug-14","We Dem Boyz [ Explicit ] $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company Wiz Khalifa Blacc Hollywood [ Explicit ] Rap & Hip-Hop nan nan 3:45 August 19 , 2014","We Dem Boyz [ Explicit ] Wiz Khalifa Rap & Hip-Hop 3:44 August 19 , 2014 nan Blacc Hollywood ( Deluxe ) [ Explicit ] nan $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company nan nan",83.38762214983714,rapidfuzz,fuzzy,0
"G.U.Y. Pop , Music , Dance , Rock $ 1.29 ‰ ãÑ 2013 Interscope Records 3:52 11-Nov-13 Lady Gaga ARTPOP nan nan nan nan nan","G.U.Y. [ Clean ] $ 1.29 Lady Gaga Artpop [ Clean ] Pop nan ( C ) 2013 Interscope Records 3:52 November 11 , 2013","G.U.Y. [ Clean ] $ 1.29 Lady Gaga Artpop [ Clean ] Pop nan ( C ) 2013 Interscope Records 3:52 November 11 , 2013",68.6695278969957,rapidfuzz,fuzzy,1
"Tackle Box Luke Bryan nan I 'll Stay Me Country , Music , Contemporary Country , Pop $ 1.29 2006 , 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203 4:02 14-Aug-07","Tackle Box Luke Bryan I 'll Stay Me Country ( C ) 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash nan nan nan $ 1.29 nan 4:02 August 14 , 2007","Tackle Box Luke Bryan I 'll Stay Me Country ( C ) 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash nan nan nan $ 1.29 nan 4:02 August 14 , 2007",86.76236044657098,rapidfuzz,fuzzy,1
"X2CU Jason Derulo Everything Is 4 Pop , Music , Rock , Dance , R&B / Soul , Contemporary R&B $ 1.29 2015 Warner Bros. . Records Inc. 5:13 nan nan nan nan nan nan 29-May-15","X2CU Jason Derulo Pop 2011 Because Music nan Everything Is 4 [ Clean ] nan $ 1.29 nan 5:14 June 1 , 2015","Everything Mary J. Blige Share My World R&B , Soul , Pop , Contemporary R&B $ 1.29 ( C ) 1997 MCA Records Inc. April 22 , 1997 nan nan nan nan nan 4:59 nan",68.09815950920246,rapidfuzz,fuzzy,0
"I Thought You Knew Country , Music , Honky Tonk , Contemporary Country $ 1.29 1999 Capitol Records Nashville 19-Oct-99 Keith Urban Keith Urban nan nan nan 3:51 nan","I Thought You Knew Country ( C ) 1999 Capitol Records Nashville 3:51 October 19 , 1999 Keith Urban Keith Urban nan $ 1.29 nan nan nan","I Thought You Knew Country ( C ) 1999 Capitol Records Nashville 3:51 October 19 , 1999 Keith Urban Keith Urban nan $ 1.29 nan nan nan",79.72972972972973,rapidfuzz,fuzzy,1
"Love Song Try This Pop , Music , Teen Pop , Electronic , Pop/Rock , R&B / Soul , Dance 2003 Arista Records , Inc. 10-Nov-03 P!NK nan nan $ 0.99 nan 2:28 nan","Love Song Pop $ 0.99 CWM records November 11 , 2003 P!nk Try This [ Explicit ] nan nan nan 2:27 nan","So This Is Love ( BonU.S . Track ) Submarine Skin Diving $ 0.99 2000 Reprise Records June 27 , 2000 nan nan Dance & Electronic , Pop , Dance Pop nan nan 5:38 nan",64.35331230283911,rapidfuzz,fuzzy,0
